iShares Core S&P Mid-Cap ETF
Fund Holdings as of,"Feb 23, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"1,394,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SLAB","SILICON LABORATORIES INC","EQUITY","Information Technology","Equity","128,947,369.98","0.16","128,947,369.98","969,602.00","132.99","United States","NASDAQ","USD","1.00","USD","-"
"VAL","VALARIS LTD","EQUITY","Energy","Equity","128,460,636.00","0.16","128,460,636.00","1,913,040.00","67.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CADE","CADENCE BANK","EQUITY","Financials","Equity","128,074,476.90","0.16","128,074,476.90","4,706,890.00","27.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVT","AVNET INC","EQUITY","Information Technology","Equity","127,958,039.58","0.16","127,958,039.58","2,761,287.00","46.34","United States","NASDAQ","USD","1.00","USD","-"
"POR","PORTLAND GENERAL ELECTRIC","EQUITY","Utilities","Equity","127,885,580.48","0.16","127,885,580.48","3,086,042.00","41.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPS","GAP INC","EQUITY","Consumer Discretionary","Equity","127,332,128.55","0.16","127,332,128.55","6,546,639.00","19.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","EQUITY","Financials","Equity","126,681,257.17","0.16","126,681,257.17","4,043,449.00","31.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","EQUITY","Information Technology","Equity","126,532,660.87","0.16","126,532,660.87","1,335,719.00","94.73","United States","NASDAQ","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","EQUITY","Financials","Equity","125,004,476.16","0.16","125,004,476.16","3,604,512.00","34.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","EQUITY","Materials","Equity","124,807,584.90","0.16","124,807,584.90","1,725,530.00","72.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYNA","SYNAPTICS INC","EQUITY","Information Technology","Equity","124,328,662.52","0.16","124,328,662.52","1,196,158.00","103.94","United States","NASDAQ","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","EQUITY","Real Estate","Equity","124,258,833.45","0.16","124,258,833.45","4,878,635.00","25.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LANC","LANCASTER COLONY CORP","EQUITY","Consumer Staples","Equity","124,096,995.75","0.16","124,096,995.75","621,075.00","199.81","United States","NASDAQ","USD","1.00","USD","-"
"NJR","NEW JERSEY RESOURCES CORP","EQUITY","Utilities","Equity","123,320,221.62","0.15","123,320,221.62","2,977,311.00","41.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","EQUITY","Financials","Equity","123,300,096.68","0.15","123,300,096.68","3,383,647.00","36.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","EQUITY","Financials","Equity","122,605,234.08","0.15","122,605,234.08","3,918,352.00","31.29","United States","NASDAQ","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","EQUITY","Information Technology","Equity","122,241,387.95","0.15","122,241,387.95","1,735,151.00","70.45","United States","NASDAQ","USD","1.00","USD","-"
"RH","RH","EQUITY","Consumer Discretionary","Equity","121,950,082.56","0.15","121,950,082.56","471,651.00","258.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPO","EXPONENT INC","EQUITY","Industrials","Equity","121,203,831.10","0.15","121,203,831.10","1,544,785.00","78.46","United States","NASDAQ","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","EQUITY","Industrials","Equity","119,622,289.05","0.15","119,622,289.05","1,443,145.00","82.89","United States","NASDAQ","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","EQUITY","Consumer Discretionary","Equity","118,993,433.65","0.15","118,993,433.65","901,807.00","131.95","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","EQUITY","Consumer Staples","Equity","118,668,617.61","0.15","118,668,617.61","143,107.00","829.23","United States","NASDAQ","USD","1.00","USD","-"
"ARWR","ARROWHEAD PHARMACEUTICALS INC","EQUITY","Health Care","Equity","118,572,338.38","0.15","118,572,338.38","3,752,883.00","31.59","United States","NASDAQ","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","EQUITY","Health Care","Equity","118,456,238.40","0.15","118,456,238.40","5,229,856.00","22.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","EQUITY","Real Estate","Equity","116,740,078.40","0.15","116,740,078.40","3,255,440.00","35.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZTA","AZENTA INC","EQUITY","Health Care","Equity","116,297,321.07","0.15","116,297,321.07","1,835,211.00","63.37","United States","NASDAQ","USD","1.00","USD","-"
"WU","WESTERN UNION","EQUITY","Financials","Equity","116,167,880.16","0.15","116,167,880.16","8,963,571.00","12.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWX","SOUTHWEST GAS HOLDINGS INC","EQUITY","Utilities","Equity","115,827,331.41","0.15","115,827,331.41","1,832,421.00","63.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","EQUITY","Financials","Equity","115,534,895.85","0.15","115,534,895.85","6,365,559.00","18.15","United States","NASDAQ","USD","1.00","USD","-"
"HAE","HAEMONETICS CORP","EQUITY","Health Care","Equity","113,815,606.51","0.14","113,815,606.51","1,548,301.00","73.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY CORP","EQUITY","Financials","Equity","113,269,519.57","0.14","113,269,519.57","2,628,673.00","43.09","United States","NASDAQ","USD","1.00","USD","-"
"TDC","TERADATA CORP","EQUITY","Information Technology","Equity","112,835,513.37","0.14","112,835,513.37","2,984,277.00","37.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCO","BRINKS","EQUITY","Industrials","Equity","112,702,932.00","0.14","112,702,932.00","1,374,426.00","82.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","EQUITY","Materials","Equity","112,589,592.00","0.14","112,589,592.00","2,469,070.00","45.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENS","ENERSYS","EQUITY","Industrials","Equity","111,610,300.10","0.14","111,610,300.10","1,232,582.00","90.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AN","AUTONATION INC","EQUITY","Consumer Discretionary","Equity","111,518,190.86","0.14","111,518,190.86","791,302.00","140.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","EQUITY","Consumer Discretionary","Equity","110,746,549.76","0.14","110,746,549.76","8,197,376.00","13.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEX","TEREX CORP","EQUITY","Industrials","Equity","110,628,732.84","0.14","110,628,732.84","2,053,243.00","53.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLY","VALLEY NATIONAL","EQUITY","Financials","Equity","109,838,750.80","0.14","109,838,750.80","13,014,070.00","8.44","United States","NASDAQ","USD","1.00","USD","-"
"AVNT","AVIENT CORP","EQUITY","Materials","Equity","108,931,064.94","0.14","108,931,064.94","2,780,982.00","39.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKH","BLACK HILLS CORP","EQUITY","Utilities","Equity","108,530,253.60","0.14","108,530,253.60","2,074,355.00","52.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","EQUITY","Industrials","Equity","107,737,614.95","0.14","107,737,614.95","1,489,117.00","72.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UMBF","UMB FINANCIAL CORP","EQUITY","Financials","Equity","107,595,256.75","0.14","107,595,256.75","1,332,449.00","80.75","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","EQUITY","Communication","Equity","107,043,737.76","0.13","107,043,737.76","3,779,793.00","28.32","United States","NASDAQ","USD","1.00","USD","-"
"PCH","POTLATCHDELTIC CORP","EQUITY","Real Estate","Equity","106,955,844.03","0.13","106,955,844.03","2,421,459.00","44.17","United States","NASDAQ","USD","1.00","USD","-"
"BDC","BELDEN INC","EQUITY","Information Technology","Equity","106,694,921.41","0.13","106,694,921.41","1,271,237.00","83.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSP","INSPERITY INC","EQUITY","Industrials","Equity","106,427,139.04","0.13","106,427,139.04","1,080,698.00","98.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMPR","KEMPER CORP","EQUITY","Financials","Equity","105,792,249.16","0.13","105,792,249.16","1,841,146.00","57.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","EQUITY","Real Estate","Equity","105,752,831.56","0.13","105,752,831.56","4,630,159.00","22.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","EQUITY","Consumer Discretionary","Equity","105,716,393.12","0.13","105,716,393.12","8,651,096.00","12.22","United States","NASDAQ","USD","1.00","USD","-"
"ORA","ORMAT TECH INC","EQUITY","Utilities","Equity","105,601,607.59","0.13","105,601,607.59","1,639,013.00","64.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC TRUST","EQUITY","Real Estate","Equity","102,404,078.64","0.13","102,404,078.64","6,854,356.00","14.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","EQUITY","Health Care","Equity","101,953,934.94","0.13","101,953,934.94","3,603,886.00","28.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEOG","NEOGEN CORP","EQUITY","Health Care","Equity","101,856,231.04","0.13","101,856,231.04","6,005,674.00","16.96","United States","NASDAQ","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","EQUITY","Real Estate","Equity","101,833,378.50","0.13","101,833,378.50","6,404,615.00","15.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HGV","HILTON GRAND VACATIONS INC","EQUITY","Consumer Discretionary","Equity","101,766,881.79","0.13","101,766,881.79","2,173,113.00","46.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","EQUITY","Consumer Staples","Equity","101,718,928.99","0.13","101,718,928.99","286,993.00","354.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNX","CNX RESOURCES CORP","EQUITY","Energy","Equity","100,440,208.26","0.13","100,440,208.26","4,845,162.00","20.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGS","ONE GAS INC","EQUITY","Utilities","Equity","100,385,834.04","0.13","100,385,834.04","1,691,706.00","59.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","EQUITY","Information Technology","Equity","100,301,409.48","0.13","100,301,409.48","2,043,631.00","49.08","United States","NASDAQ","USD","1.00","USD","-"
"ALE","ALLETE INC","EQUITY","Utilities","Equity","100,155,350.40","0.13","100,155,350.40","1,753,420.00","57.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYCB","NEW YORK COMMUNITY BANCORP INC","EQUITY","Financials","Equity","99,664,386.36","0.13","99,664,386.36","22,049,643.00","4.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","EQUITY","Consumer Discretionary","Equity","99,632,946.24","0.13","99,632,946.24","2,208,177.00","45.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","99,460,842.57","0.12","99,460,842.57","2,650,169.00","37.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNM","PNM RESOURCES INC","EQUITY","Utilities","Equity","98,811,018.96","0.12","98,811,018.96","2,618,204.00","37.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBRA","SABRA HEALTH CARE REIT INC","EQUITY","Real Estate","Equity","98,521,986.09","0.12","98,521,986.09","7,052,397.00","13.97","United States","NASDAQ","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","EQUITY","Real Estate","Equity","98,514,702.69","0.12","98,514,702.69","2,297,987.00","42.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGNY","PROGYNY INC","EQUITY","Health Care","Equity","98,324,894.22","0.12","98,324,894.22","2,542,666.00","38.67","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","EQUITY","Consumer Discretionary","Equity","98,204,544.72","0.12","98,204,544.72","2,856,444.00","34.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VC","VISTEON CORP","EQUITY","Consumer Discretionary","Equity","97,575,807.92","0.12","97,575,807.92","848,264.00","115.03","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","EQUITY","Information Technology","Equity","96,300,654.31","0.12","96,300,654.31","3,148,109.00","30.59","United States","NASDAQ","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","EQUITY","Consumer Discretionary","Equity","95,761,928.88","0.12","95,761,928.88","1,009,508.00","94.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","EQUITY","Communication","Equity","95,540,879.16","0.12","95,540,879.16","1,402,332.00","68.13","United States","NASDAQ","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","EQUITY","Health Care","Equity","95,428,486.05","0.12","95,428,486.05","1,518,353.00","62.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SR","SPIRE INC","EQUITY","Utilities","Equity","94,892,673.02","0.12","94,892,673.02","1,604,543.00","59.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIVN","LIVANOVA PLC","EQUITY","Health Care","Equity","94,065,044.64","0.12","94,065,044.64","1,646,797.00","57.12","United States","NASDAQ","USD","1.00","USD","-"
"AMED","AMEDISYS INC","EQUITY","Health Care","Equity","93,966,595.16","0.12","93,966,595.16","995,198.00","94.42","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","EQUITY","Financials","Equity","93,785,668.84","0.12","93,785,668.84","1,958,356.00","47.89","United States","NASDAQ","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","EQUITY","Financials","Equity","93,502,628.06","0.12","93,502,628.06","4,532,362.00","20.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEN","WENDYS","EQUITY","Consumer Discretionary","Equity","93,196,713.29","0.12","93,196,713.29","5,095,501.00","18.29","United States","NASDAQ","USD","1.00","USD","-"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","EQUITY","Health Care","Equity","92,976,806.79","0.12","92,976,806.79","2,078,623.00","44.73","United States","NASDAQ","USD","1.00","USD","-"
"FHI","FEDERATED HERMES INC CLASS B","EQUITY","Financials","Equity","92,861,841.02","0.12","92,861,841.02","2,635,874.00","35.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","EQUITY","Financials","Equity","92,328,498.59","0.12","92,328,498.59","3,420,841.00","26.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP CORP","EQUITY","Utilities","Equity","91,708,145.30","0.12","91,708,145.30","1,867,783.00","49.10","United States","NASDAQ","USD","1.00","USD","-"
"CRI","CARTERS INC","EQUITY","Consumer Discretionary","Equity","91,575,539.34","0.12","91,575,539.34","1,122,662.00","81.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","EQUITY","Consumer Discretionary","Equity","91,119,242.65","0.11","91,119,242.65","725,645.00","125.57","United States","NASDAQ","USD","1.00","USD","-"
"WOLF","WOLFSPEED INC","EQUITY","Information Technology","Equity","90,915,068.14","0.11","90,915,068.14","3,824,782.00","23.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLKB","BLACKBAUD INC","EQUITY","Information Technology","Equity","90,175,701.03","0.11","90,175,701.03","1,314,323.00","68.61","United States","NASDAQ","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","EQUITY","Consumer Discretionary","Equity","89,752,683.72","0.11","89,752,683.72","594,428.00","150.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXT","CRANE NXT","EQUITY","Information Technology","Equity","89,354,160.40","0.11","89,354,160.40","1,475,465.00","60.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NARI","INARI MEDICAL INC","EQUITY","Health Care","Equity","89,118,688.89","0.11","89,118,688.89","1,561,021.00","57.09","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","EQUITY","Consumer Discretionary","Equity","87,205,527.54","0.11","87,205,527.54","1,054,098.00","82.73","United States","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","EQUITY","Financials","Equity","85,909,424.94","0.11","85,909,424.94","1,464,282.00","58.67","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","85,867,854.80","0.11","85,867,854.80","760,970.00","112.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGNA","TEGNA INC","EQUITY","Communication","Equity","85,293,393.40","0.11","85,293,393.40","6,006,577.00","14.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","EQUITY","Real Estate","Equity","84,358,046.00","0.11","84,358,046.00","2,356,370.00","35.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","EQUITY","Financials","Equity","84,323,887.72","0.11","84,323,887.72","1,627,246.00","51.82","United States","NASDAQ","USD","1.00","USD","-"
"LEG","LEGGETT & PLATT INC","EQUITY","Consumer Discretionary","Equity","83,772,372.00","0.11","83,772,372.00","4,066,620.00","20.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","EQUITY","Information Technology","Equity","83,760,740.44","0.11","83,760,740.44","3,858,164.00","21.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","EQUITY","Real Estate","Equity","82,964,840.40","0.10","82,964,840.40","3,439,670.00","24.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","PHYSICIANS REALTY TRUST REIT","EQUITY","Real Estate","Equity","81,510,999.90","0.10","81,510,999.90","7,264,795.00","11.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","EQUITY","Consumer Discretionary","Equity","78,987,015.24","0.10","78,987,015.24","4,629,954.00","17.06","United States","NASDAQ","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","EQUITY","Industrials","Equity","78,894,837.12","0.10","78,894,837.12","1,937,496.00","40.72","United States","NASDAQ","USD","1.00","USD","-"
"RUN","SUNRUN INC","EQUITY","Industrials","Equity","78,857,515.80","0.10","78,857,515.80","6,626,682.00","11.90","United States","NASDAQ","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","EQUITY","Consumer Staples","Equity","78,851,970.65","0.10","78,851,970.65","3,033,935.00","25.99","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","EQUITY","Consumer Discretionary","Equity","77,165,196.42","0.10","77,165,196.42","109,434.00","705.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","EQUITY","Information Technology","Equity","77,151,910.44","0.10","77,151,910.44","901,518.00","85.58","United States","NASDAQ","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","EQUITY","Materials","Equity","74,730,801.12","0.09","74,730,801.12","1,270,068.00","58.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","EQUITY","Health Care","Equity","70,728,829.11","0.09","70,728,829.11","1,508,399.00","46.89","United States","NASDAQ","USD","1.00","USD","-"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","EQUITY","Real Estate","Equity","70,298,837.76","0.09","70,298,837.76","18,306,989.00","3.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCM","R1 RCM INC","EQUITY","Health Care","Equity","66,800,688.00","0.08","66,800,688.00","6,018,080.00","11.10","United States","NASDAQ","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","EQUITY","Information Technology","Equity","66,775,725.64","0.08","66,775,725.64","2,176,523.00","30.68","United States","NASDAQ","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","EQUITY","Materials","Equity","66,029,130.00","0.08","66,029,130.00","4,401,942.00","15.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CALX","CALIX NETWORKS INC","EQUITY","Information Technology","Equity","61,810,924.50","0.08","61,810,924.50","1,791,621.00","34.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXF","FOX FACTORY HOLDING CORP","EQUITY","Consumer Discretionary","Equity","61,589,565.45","0.08","61,589,565.45","1,295,259.00","47.55","United States","NASDAQ","USD","1.00","USD","-"
"CABO","CABLE ONE INC","EQUITY","Communication","Equity","61,335,261.56","0.08","61,335,261.56","139,057.00","441.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JWN","NORDSTROM INC","EQUITY","Consumer Discretionary","Equity","60,430,617.82","0.08","60,430,617.82","2,963,738.00","20.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","EQUITY","Industrials","Equity","59,175,754.56","0.07","59,175,754.56","563,364.00","105.04","United States","NASDAQ","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","EQUITY","Health Care","Equity","50,772,705.47","0.06","50,772,705.47","3,020,387.00","16.81","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","EQUITY","Materials","Equity","49,146,828.53","0.06","49,146,828.53","778,009.00","63.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","EQUITY","Consumer Discretionary","Equity","48,607,295.70","0.06","48,607,295.70","5,765,990.00","8.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","EQUITY","Consumer Discretionary","Equity","48,019,349.07","0.06","48,019,349.07","5,906,439.00","8.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","EQUITY","Consumer Staples","Equity","35,347,157.72","0.04","35,347,157.72","1,224,356.00","28.87","United States","NASDAQ","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","EQUITY","Industrials","Equity","29,977,055.71","0.04","29,977,055.71","4,034,597.00","7.43","United States","NASDAQ","USD","1.00","USD","-"
"WU","WESTERN UNION","SWAP","Financials","Equity","26,754,766.56","0.03","26,754,766.56","2,064,411.00","12.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CADE","CADENCE BANK","SWAP","Financials","Equity","22,208,802.00","0.03","22,208,802.00","816,200.00","27.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","10,519,000.00","0.01","10,519,000.00","10,519,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"GSISW","CASH COLLATERAL USD GSISW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","8,300,000.00","0.01","8,300,000.00","8,300,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002"
"JPMSW","CASH COLLATERAL USD JPMSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","822,670.92","0.00","822,670.92","820,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002"
"USD","USD CASH(Corp Act)","CASH","Cash and/or Derivatives","Cash","100,775.25","0.00","100,775.25","100,775.00","100.00","United States","-","USD","1.00","USD","-"
"FAH4","S&P MID 400 EMINI MAR 24","INDEX","Cash and/or Derivatives","Futures","0.00","0.00","179,516,370.00","627.00","2,863.10","-","Index And Options Market","USD","1.00","USD","-"
"HSBBK","CASH COLLATERAL USD HSBSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","-5,758,696.46","-0.01","-5,758,696.46","-5,740,000.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2001"
"USD","USD CASH","CASH","Cash and/or Derivatives","Cash","-349,007,391.81","-0.44","-349,007,391.81","-349,007,392.00","100.00","United States","-","USD","1.00","USD","-"
 
